date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:19	96/96	---MCZ	200	added ('OK')	text/plain	date:Mon,%2004%20Dec%202023%2008:54:52%20GMT	https://hy.galipatstory.com/robots.txt		(from )
15:54:20	371459/371459	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Dec%202023%2008:54:53%20GMT	https://hy.galipatstory.com/ratna-oskar/	D:/webwedding/wedding/hy.galipatstory.com/ratna-oskar/index.html	(from )
15:54:21	92184/92184	---MCZ	200	added ('OK')	text/css	etag:W/%2262ecf0fa-16818%22	https://hy.galipatstory.com/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?ver=3.13.1	D:/webwedding/wedding/hy.galipatstory.com/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit2916.css	(from https://hy.galipatstory.com/ratna-oskar/)
15:54:21	33597/33597	---MCZ	200	added ('OK')	text/css	etag:W/%2262ecf0fa-833d%22	https://hy.galipatstory.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-helper.css?ver=6.4.1	D:/webwedding/wedding/hy.galipatstory.com/wp-content/plugins/bdthemes-element-pack/assets/css/ep-helperaec2.css	(from https://hy.galipatstory.com/ratna-oskar/)
15:54:21	110035/110035	---MCZ	200	added ('OK')	text/css	etag:W/%22654a97db-1add3%22	https://hy.galipatstory.com/wp-includes/css/dist/block-library/style.min.css?ver=6.4.1	D:/webwedding/wedding/hy.galipatstory.com/wp-includes/css/dist/block-library/style.minaec2.css	(from https://hy.galipatstory.com/ratna-oskar/)
15:54:21	773/773	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%224296b518061199898fedc01c0e2073ed%22	https://hy.galipatstory.com/ratna-oskar/feed/	D:/webwedding/wedding/hy.galipatstory.com/ratna-oskar/feed/index.html	(from https://hy.galipatstory.com/ratna-oskar/)
15:54:21	8701/8701	---MCZ	200	added ('OK')	text/css	etag:W/%2262ece3f2-21fd%22	https://hy.galipatstory.com/wp-content/plugins/weddingpress/assets/css/wdp-centered-timeline.min.css?ver=6.4.1	D:/webwedding/wedding/hy.galipatstory.com/wp-content/plugins/weddingpress/assets/css/wdp-centered-timeline.minaec2.css	(from https://hy.galipatstory.com/ratna-oskar/)
15:54:22	2746/2746	---MCZ	200	added ('OK')	text/css	etag:W/%2262ece3f2-aba%22	https://hy.galipatstory.com/wp-content/plugins/weddingpress/assets/css/wdp-horizontal-styles.min.css?ver=6.4.1	D:/webwedding/wedding/hy.galipatstory.com/wp-content/plugins/weddingpress/assets/css/wdp-horizontal-styles.minaec2.css	(from https://hy.galipatstory.com/ratna-oskar/)
15:54:22	2264/2264	---MCZ	200	added ('OK')	text/css	etag:W/%2262ece3f2-8d8%22	https://hy.galipatstory.com/wp-content/plugins/weddingpress/assets/css/wdp-fontello.css?ver=6.4.1	D:/webwedding/wedding/hy.galipatstory.com/wp-content/plugins/weddingpress/assets/css/wdp-fontelloaec2.css	(from https://hy.galipatstory.com/ratna-oskar/)
15:54:22	6236/6236	---MCZ	200	added ('OK')	text/css	etag:W/%2262ece3f2-185c%22	https://hy.galipatstory.com/wp-content/plugins/weddingpress/assets/css/exad-styles.min.css?ver=6.4.1	D:/webwedding/wedding/hy.galipatstory.com/wp-content/plugins/weddingpress/assets/css/exad-styles.minaec2.css	(from https://hy.galipatstory.com/ratna-oskar/)
15:54:22	54872/54872	---MCZ	200	added ('OK')	text/css	etag:W/%2262ece3f2-d658%22	https://hy.galipatstory.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/cui_style.css?ver=1.0.0	D:/webwedding/wedding/hy.galipatstory.com/wp-content/plugins/weddingpress/addons/comment-kit2/css/cui_style8a54.css	(from https://hy.galipatstory.com/ratna-oskar/)
15:54:22	19128/19128	---MCZ	200	added ('OK')	text/css	etag:W/%226367d99a-4ab8%22	https://hy.galipatstory.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0	D:/webwedding/wedding/hy.galipatstory.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min7816.css	(from https://hy.galipatstory.com/ratna-oskar/)
